44.520 7.320 32    FMS    C    TF    9.000    ITA    26    NO    SUB    679
43.340 8.210 123    FMS    C    TF    14.000    SEA    48    NO    SUB    530
44.370 7.330 40    FMS    C    TF    8.000    ITA    28    NO    SUB    664
44.400 7.300 41    FMS    C    TF    4.000    ITA    29    NO    SUB    668
44.480 7.060 35    FMS    C    TF    8.000    ITA    30    NO    SUB    685
44.073 11.645 152    FMS    C    NF    7.000    ITA    31    NO    SUB    556
44.233 10.203 30    FMS    C    NF    27.000    ITA    32    NO    SUB    579
45.330 9.333 98    FMS    C    SS    6.000    ITA    33    NO    SUB    711
45.330 9.333 80    FMS    C    SS    6.000    ITA    34    NO    SUB    711
43.250 10.770 76    FMS    C    SS    33.000    ITA    37    NO    SUB    466
44.750 9.520 95    FMS    C    NS    20.000    ITA    44    NO    SUB    645
44.410 11.990 120    FMS    C    NF    18.000    ITA    46    NO    SUB    595
41.796 13.241 105    FMS    C    SS    8.000    ITA    51    NO    SUB    335
41.800 13.900 160    FMS    C    NF    10.000    ITA    52    NO    SUB    341
41.831 13.961 144    FMS    C    NF    14.000    ITA    55    NO    SUB    344
35.836 14.500 137    OC    C    U    0.000    SEA    50    NO    CTF    185
35.900 14.450 126    OC    C    U    0.000    SEA    51    NO    CTF    180
35.910 14.420 116    OC    C    U    0.000    SEA    52    NO    CTF    180
51.030 5.630 148    FMS    C    NF    12.000    BEL    8    NO    SUB    1395
50.893 5.852 132    FMS    C    NF    20.500    NLD    7    NO    SUB    1375
52.400 6.700 135    BOC    C    U    2.200    NLD    8    NO    SUB    1517
52.750 6.680 130    BOC    C    U    2.200    NLD    9    NO    SUB    1555
52.620 6.500 120    BOC    C    U    2.200    NLD    10    NO    SUB    1544
60.720 10.730 136    FMS    C    NS    31.000    NOR    2    NO    OSR    1332
61.517 7.300 101    OC    B    TF    0.443    NOR    8    NO    OSR    1194
59.900 10.750 14    OC    C    TF    0.015    NOR    15    NO    OSR    1419
60.690 11.540 127    FMS    C    TF    32.900    NOR    19    NO    OSR    1348
59.700 5.400 87    FMS    C    TS    15.000    SEA    59    NO    OSR    1292
37.700 -8.100 30    OC    C    TF    0.300    PRT    1    NO    OTF    188
45.310 28.010 118    FMS    C    NF    19.000    ROU    1    NO    CRB    506
40.025 25.425 82    GFI    C    NF    0.000    SEA    60    NO    CTF    8
40.008 25.383 78    GFI    A    NF    0.000    SEA    61    NO    CTF    12
39.928 25.068 93    GFI    B    NF    0.000    SEA    62    NO    CRB    20
39.967 25.325 80    GFI    B    NF    0.000    SEA    63    NO    CTF    19
39.525 25.050 73    GFI    C    NF    0.000    SEA    64    NO    CRB    64
39.145 23.867 70    GFI    A    NF    0.000    SEA    65    NO    CTF    38
39.150 23.872 66    GFI    C    NF    0.000    SEA    66    NO    CTF    38
39.162 26.247 87    GFI    B    SS    0.000    SEA    67    NO    CRB    32
38.660 26.290 101    FMS    C    NS    0.000    SEA    68    NO    CRB    69
37.660 27.190 85    FMS    C    NF    6.000    TUR    1    NO    CRB    91
39.250 24.600 107    FMS    C    NF    10.000    SEA    70    NO    CRB    86
38.800 24.770 105    FMS    C    SS    15.000    SEA    71    NO    CTF    125
40.270 25.320 119    FMS    C    SS    15.000    SEA    72    NO    CRB    14
38.860 25.720 111    FMS    C    SS    15.000    SEA    73    NO    CRB    87
57.227 -5.338 7    GFS    C    SS    10.600    GBR    31    NO    OSR    1048
36.010 -10.570 165    FMS    C    TF    22.000    SEA    78    NO    OCB    27
36.940 -11.890 137    FMS    C    SS    33.000    SEA    79    NO    OTF    66
35.500 27.000 55    FMS    C    TF    0.000    SEA    99    NO    SUB    108
35.000 23.500 18    FMS    C    SS    0.000    SEA    100    NO    SUB    7
35.500 27.000 10    FMS    C    NF    0.000    SEA    101    NO    SUB    108
