Harvard CMT Catalog
Search criteria:

Start date: 2000/1/1   End date: 2001/1/1
-90 <=lat<= 90          -180 <=lon<= 180 
0 <=depth<= 1000         -9999 <=time shift<= 9999
0 <=mb<= 10        0<=Ms<= 10           0<=Mw<= 10
0 <=tension plunge<= 90         0 <=null plunge<= 90

Results
Output in GMT psmeca (GMT v>3.3) format
Columns: lon lat depth mrr mtt mpp mrt mrp mtp iexp name

167.06 -10.88 15 -8.82 2.60 6.23 -0.75 0.95 -3.10 24 X Y 021700A
-109.47 -35.51 15 -0.23 -4.09 4.33 -0.02 -4.04 -4.53 23 X Y 021700B
153.56 -4.73 65 4.57 5.21 -9.77 0.13 1.52 -1.77 23 X Y 021700C
-46.51 16.76 15 -2.87 -0.09 2.95 -1.05 0.70 0.55 24 X Y 021800B
150.06 44.48 48 3.00 -1.87 -1.13 0.40 0.80 -1.21 23 X Y 021900A
149.85 44.44 22 7.55 -1.10 -6.45 -2.44 -2.83 -6.67 23 X Y 021900B
152.22 -5.72 15 6.24 -2.20 -4.04 -0.43 2.56 1.11 23 X Y 021900C
149.54 44.48 30 3.10 -1.40 -1.69 -1.16 3.56 -1.00 23 X Y 021900D
121.25 1.28 17 -1.02 0.32 0.70 0.09 0.37 0.60 24 X Y 021900F
156.33 49.87 59 1.14 -0.38 -0.76 0.28 0.26 -0.99 24 X Y 021900G
-172.45 -20.11 60 0.76 3.47 -4.23 1.02 0.18 -3.81 23 X Y 021900H
-84.17 8.85 16 -2.37 2.09 0.28 -2.38 0.84 -0.52 24 X Y 022000A
-34.39 55.95 15 -2.78 0.29 2.49 0.73 -0.45 -0.17 23 X Y 022000B
143.65 21.30 65 -1.81 -2.43 4.24 -0.69 0.62 -3.52 23 X Y 022000C
154.82 -6.44 71 3.56 -1.97 -1.59 -0.05 0.38 1.67 24 X Y 022100A
-71.80 -29.54 52 4.71 0.71 -5.42 -1.17 3.04 -0.19 23 X Y 022100C
-107.19 18.96 15 -0.02 -2.07 2.10 0.13 0.02 -3.79 24 X Y 022100D
124.71 4.64 28 -0.18 3.28 -3.11 -2.98 3.35 4.42 23 X Y 022100F
143.63 21.19 15 -1.76 -2.63 4.40 -7.52 5.45 -2.72 23 X Y 022200A
139.02 -1.82 15 0.12 -0.50 0.38 -1.23 0.24 -0.09 24 X Y 022200B
143.52 21.48 15 -0.23 -1.50 1.72 -0.08 0.06 -0.57 24 X Y 022200C
102.19 -7.14 15 -0.49 1.48 -0.98 -2.23 -3.88 -3.09 23 X Y 022200D
25.35 34.15 33 3.79 -4.02 0.23 8.29 -1.36 6.82 23 X Y 022200E
-30.51 -60.46 15 -1.80 1.83 -0.03 -2.64 -0.88 9.22 23 X Y 022300A
154.04 -5.23 99 2.09 -0.75 -1.34 -1.39 1.51 1.06 24 X Y 022300B
-60.43 17.37 28 0.76 -0.13 -0.63 -1.13 1.25 0.34 24 X Y 022300C
-178.34 51.57 37 3.77 -2.95 -0.82 3.32 1.24 -1.03 23 X Y 022400A
174.17 -19.55 17 0.45 -5.03 4.58 0.38 1.52 0.18 26 X Y 022500B
174.59 -19.84 27 0.15 -2.58 2.43 -0.01 0.79 -0.98 24 X Y 022500D
174.39 -19.77 32 0.34 -1.49 1.15 0.75 0.78 -0.55 24 X Y 022500F
144.98 13.79 126 -0.32 0.93 -0.60 1.36 0.51 -1.27 25 X Y 022600B
161.43 -10.36 100 -3.23 -0.87 4.10 -5.01 -2.06 -2.95 23 X Y 022600E
-78.47 9.45 68 -0.96 -0.23 1.18 0.54 -0.95 0.55 25 X Y 022600F
-145.20 60.83 33 0.55 0.06 -0.61 4.42 0.26 -0.75 23 X Y 022700A
122.17 11.35 55 6.62 -0.53 -6.09 -0.77 -0.22 -3.60 23 X Y 022700B
-82.88 7.96 15 1.14 -0.43 -0.72 0.62 -0.61 0.64 24 X Y 022700D
-174.44 -22.11 15 2.90 -0.07 -2.83 1.05 2.43 -1.17 24 X Y 022800A
78.58 -35.30 15 -1.05 -7.40 8.45 -4.37 1.23 0.36 23 X Y 022800B
-178.81 -17.46 563 -2.56 0.97 1.59 0.88 -4.80 8.44 24 X Y 022800C
-114.56 -49.94 15 -0.61 3.99 -3.39 0.07 1.85 9.06 24 X Y 022900A
169.41 -17.99 24 -0.17 -0.08 0.25 0.27 0.16 -1.19 25 X Y 022900B
142.45 11.36 15 6.39 -4.56 -1.83 -2.34 -5.94 1.49 23 X Y 030100A
-179.08 -19.04 686 4.86 -4.28 -0.59 -1.03 -0.35 -3.28 24 X Y 030100B
-179.20 -19.19 688 1.07 -1.65 0.57 0.07 -0.91 -2.83 24 X Y 030100C
14.18 -52.18 15 -4.18 3.33 0.85 2.50 -2.46 -1.52 23 X Y 030100D
52.85 28.40 15 2.97 -1.88 -1.10 -3.04 0.62 -0.92 23 X Y 030100E
-145.60 60.15 15 0.40 -0.43 0.04 1.40 0.75 -0.27 24 X Y 030100F
120.43 13.01 109 2.52 -0.61 -1.91 -1.57 3.12 0.65 23 X Y 030300B
128.55 -7.37 162 4.25 -0.51 -3.75 -0.38 0.02 0.80 25 X Y 030300C
143.85 -6.92 16 7.68 -5.19 -2.49 3.10 -0.62 4.07 25 X Y 030300D
150.21 -60.20 15 -0.22 2.51 -2.30 -0.20 -0.40 -2.81 25 X Y 030400A
178.99 -34.14 15 -1.28 -4.99 6.28 0.92 -0.60 1.06 24 X Y 030400B
56.40 27.61 33 1.60 -1.55 -0.05 0.09 0.33 0.24 24 X Y 030500A
145.09 -62.83 15 1.13 -0.27 -0.87 -0.07 -0.14 1.38 25 X Y 030500B
146.27 -62.95 15 -0.32 -0.81 1.13 0.94 3.16 5.56 23 X Y 030600A
174.70 -19.88 15 -0.81 -8.59 9.40 -2.61 4.10 -8.21 23 X Y 030600B
-104.08 19.46 15 -1.14 0.25 0.88 0.22 -0.50 0.31 24 X Y 030700A
164.01 -49.13 15 1.01 0.82 -1.83 1.67 0.01 0.34 24 X Y 030700B
68.14 -2.16 20 -7.76 4.62 3.14 4.29 -3.15 -4.56 23 X Y 030700D
-154.44 57.41 43 -0.31 -0.06 0.37 0.91 1.09 0.12 24 X Y 030800A
-67.15 -23.43 198 -4.63 -2.33 6.96 2.70 1.54 -3.90 23 X Y 030800C
-151.69 62.26 107 0.29 -0.50 0.21 0.70 0.50 1.12 24 X Y 030800D
151.61 -3.49 15 -0.26 2.10 -1.84 0.52 -0.04 0.96 24 X Y 030900B
106.20 -8.92 22 2.36 -7.29 4.94 4.66 -2.07 3.08 23 X Y 031000B
143.76 -6.36 16 1.15 -0.58 -0.57 -0.67 -0.37 0.61 24 X Y 031000C
96.31 4.99 16 -0.00 -1.94 1.94 -0.87 0.56 -0.00 24 X Y 031000D
25.98 34.13 15 5.27 -6.43 1.15 6.30 -0.81 -0.45 23 X Y 031000E
139.82 27.52 455 -5.45 1.35 4.10 -0.92 -4.06 -2.05 23 X Y 031100A
-179.19 -30.13 16 -6.70 1.68 5.02 -1.99 -3.86 0.40 23 X Y 031100B
155.40 -9.62 33 -3.18 5.39 -2.21 -1.75 -1.17 -2.39 23 X Y 031100C
66.90 -16.12 15 -0.20 -0.83 1.03 0.26 -0.16 0.46 24 X Y 031200A
166.56 -12.80 88 -0.79 -8.11 8.90 2.18 -3.42 5.35 23 X Y 031200B
73.93 17.45 15 -3.38 1.02 2.36 -0.14 2.85 -0.16 23 X Y 031200C
-93.02 14.84 67 1.02 -1.42 0.40 1.95 -2.03 0.52 25 X Y 031200D
149.42 -5.92 19 6.70 -3.52 -3.19 2.15 1.41 2.78 23 X Y 031400A
129.96 -4.45 64 0.22 -0.75 0.53 1.29 -0.05 0.05 24 X Y 031400B
-97.05 -36.50 15 -0.08 0.12 -0.05 0.69 -0.19 -1.08 24 X Y 031400D
160.92 -61.67 15 -0.34 3.36 -3.01 -0.36 0.29 -1.60 24 X Y 031400E
160.86 -61.91 15 0.04 2.14 -2.18 0.68 -0.27 -0.82 24 X Y 031400F
160.12 -61.83 15 -0.13 1.90 -1.77 0.19 2.10 -0.62 24 X Y 031400G
-117.46 -44.57 15 -6.95 8.95 -1.99 2.07 2.06 -3.89 24 X Y 031500A
-178.87 -18.36 628 6.75 -5.30 -1.45 7.96 -2.57 2.40 23 X Y 031600A
-82.67 -43.02 15 -0.18 0.81 -0.63 0.01 0.17 -1.68 24 X Y 031600B
-149.72 62.22 60 -0.54 -2.11 2.65 -0.19 3.31 0.17 23 X Y 031600D
-125.24 40.41 15 0.57 -1.76 1.18 0.01 0.32 -7.60 24 X Y 031600E
-179.08 -30.11 36 -6.85 0.53 6.32 0.35 -5.13 8.22 23 X Y 031600F
26.28 -53.01 15 0.48 1.92 -2.40 0.43 -0.65 2.18 24 X Y 031700B
43.79 -41.25 15 -0.64 0.90 -0.26 1.75 -0.28 0.11 24 X Y 031700C
25.56 -52.89 15 0.14 2.72 -2.85 0.00 0.00 3.71 23 X Y 031700D
-84.38 2.39 15 -8.52 9.82 -1.30 -2.02 -0.67 -0.32 23 X Y 031800A
152.99 -4.49 48 -1.48 -3.49 4.98 5.14 0.90 -1.24 23 X Y 031800B
179.02 -24.14 540 -0.69 -0.91 1.60 -0.53 -1.37 -0.71 24 X Y 031800C
-77.61 5.69 15 -4.99 1.50 3.48 -3.17 6.95 -1.07 23 X Y 031900A
143.85 -6.84 29 3.72 -1.52 -2.20 4.10 1.67 1.19 23 X Y 031900B
141.98 38.13 72 -4.96 2.86 2.11 1.94 9.13 2.75 23 X Y 031900C
143.92 -3.45 15 5.32 -5.71 0.39 2.52 5.47 3.19 23 X Y 031900D
167.35 -16.01 30 6.64 -0.14 -6.50 -1.55 1.49 2.34 23 X Y 032000A
-97.03 -36.67 15 -2.24 -1.88 4.12 -0.35 0.64 -8.67 23 X Y 032000C
147.56 -6.26 62 1.41 -0.20 -1.21 0.91 0.19 0.82 24 X Y 032000F
141.93 31.71 15 -0.40 0.09 0.31 0.02 -1.51 0.37 24 X Y 032100A
128.05 3.35 92 4.18 2.44 -6.62 4.03 -2.96 3.54 24 X Y 032100B
48.23 39.95 54 -3.70 4.93 -1.23 -1.40 4.56 0.27 23 X Y 032100C
152.26 -5.79 17 7.40 -5.51 -1.89 2.07 6.58 -3.45 23 X Y 032100D
65.52 -11.97 15 -0.88 -2.77 3.65 -1.49 -0.13 1.62 24 X Y 032200B
155.28 -6.87 79 4.33 -1.06 -3.27 1.13 -0.55 -0.95 23 X Y 032200C
167.15 -14.66 172 2.07 -0.31 -1.76 -0.45 -0.67 0.99 24 X Y 032200F
171.10 52.22 15 -5.84 3.81 2.04 -2.80 8.27 0.41 23 X Y 032300B
-114.01 -27.06 15 0.02 0.18 -0.19 0.00 0.00 -1.12 24 X Y 032300C
-111.54 27.84 15 -0.00 -2.46 2.46 1.34 0.73 -0.76 24 X Y 032400A
-176.97 -16.64 39 -0.13 -1.03 1.15 0.31 -0.03 -0.05 24 X Y 032500A
-69.61 -16.51 221 -7.32 0.64 6.68 2.25 -8.58 0.32 23 X Y 032500C
-72.16 -32.50 49 4.77 0.62 -5.39 -1.46 -4.20 1.10 23 X Y 032600A
151.89 -5.65 51 1.23 -0.98 -0.25 -4.80 -2.26 4.25 23 X Y 032700A
-40.72 32.02 15 -1.00 0.50 0.51 0.12 0.23 0.47 24 X Y 032700B
-172.51 -16.05 17 1.83 -0.15 -1.68 0.40 1.83 -0.19 24 X Y 032700C
-91.53 13.72 38 0.42 -0.44 0.02 1.01 -0.17 0.45 24 X Y 032800A
134.00 -2.24 20 0.02 -6.38 6.36 -0.25 -0.73 2.68 23 X Y 032800B
143.76 22.32 100 -0.02 0.88 -0.86 -2.94 1.13 -0.58 27 X Y 032800C
-175.97 -28.01 15 3.35 0.54 -3.89 0.94 4.32 -1.14 24 X Y 032900A
175.47 -40.93 46 -3.26 1.67 1.59 4.68 5.72 2.61 23 X Y 032900C
142.94 22.63 83 4.57 -2.48 -2.09 1.55 0.51 -3.72 23 X Y 032900D
146.55 43.48 58 -4.36 0.92 3.44 0.03 -1.53 -2.76 23 X Y 033000B
164.03 56.47 33 -1.31 -4.87 6.17 3.17 0.46 -6.20 23 X Y 033100A
-178.34 -18.13 607 1.92 0.51 -2.43 0.72 -0.56 0.61 24 X Y 040100A
-178.67 -17.62 576 1.57 1.45 -3.02 1.23 -1.35 0.89 24 X Y 040100B
-173.66 -15.89 109 0.22 0.40 -0.62 -0.91 -2.62 0.35 24 X Y 040200A
125.75 4.10 140 -0.00 1.79 -1.78 -0.50 -0.09 -0.56 25 X Y 040300D
-96.52 -36.50 15 -0.06 -4.81 4.86 0.00 0.00 -1.48 23 X Y 040400A
133.80 -6.32 37 -3.86 0.80 3.06 2.56 3.48 -0.13 23 X Y 040400B
25.83 34.08 15 2.10 -1.81 -0.29 0.13 -0.31 0.36 24 X Y 040500A
130.80 -6.04 103 0.98 -1.38 0.39 0.51 -0.38 0.03 24 X Y 040500B
26.56 45.61 122 1.97 0.29 -2.26 -5.15 -2.82 -1.54 23 X Y 040600A
129.48 -7.10 169 -1.01 -0.08 1.09 0.69 0.84 1.02 24 X Y 040700A
-170.61 51.92 31 3.01 -2.26 -0.75 2.82 7.06 -3.48 23 X Y 040700B
-175.77 -18.86 224 -1.64 2.29 -0.64 1.85 -2.94 1.89 24 X Y 040700D
65.38 -17.54 15 -0.38 -2.80 3.18 -0.34 -0.31 1.61 25 X Y 040700E
120.72 1.36 43 0.99 -1.08 0.09 -2.08 -0.28 -0.47 24 X Y 040800B
163.99 55.05 47 5.70 -0.87 -4.83 3.76 1.92 -1.72 23 X Y 041000A
-178.03 -27.93 188 -3.53 -1.01 4.53 -3.86 0.09 -1.93 24 X Y 041100A
-102.51 18.19 52 6.72 -7.27 0.55 -0.60 0.59 4.14 23 X Y 041100C
-172.89 -15.24 61 -0.32 0.75 -0.44 -1.45 2.99 -0.71 24 X Y 041100D
142.34 39.68 48 3.15 1.87 -5.02 -0.52 -0.08 -1.70 23 X Y 041200A
126.58 10.11 17 8.95 -0.83 -8.13 -1.41 9.40 -1.95 23 X Y 041300B
-95.69 15.95 41 -3.07 -1.00 4.07 2.20 -0.48 -3.03 23 X Y 041300C
126.64 10.13 15 4.70 0.15 -4.86 -0.54 5.78 0.50 24 X Y 041300D
134.82 33.88 35 -2.11 2.82 -0.71 -1.09 -1.97 -2.82 23 X Y 041400A
-173.73 -15.11 31 -0.79 -0.53 1.32 -7.01 -1.24 -1.02 23 X Y 041500A
95.65 32.85 33 -2.30 0.97 1.33 0.84 2.87 7.62 23 X Y 041500B
-173.15 -18.58 15 2.37 -0.44 -1.93 1.22 0.27 1.07 24 X Y 041600A
-179.22 -22.00 560 -1.86 2.31 -0.45 -0.05 -1.27 0.79 24 X Y 041700A
128.26 3.99 15 1.24 -0.03 -1.21 0.87 1.40 0.08 24 X Y 041700B
128.30 3.89 15 5.68 -0.54 -5.15 1.38 9.99 0.17 23 X Y 041700C
