!Plate boundaries by Peter Bird (2003)
>   AF   AN
 -12.8511  -22.6298    AF    SA
 -13.3398  -22.7302    AF    SA
 -13.8293  -22.8292    AF    SA
 -13.6637  -23.5442    AF    SA
 -13.5703  -23.5143    AF    SA
 -13.4259  -24.1458    AF    SA
 -13.2801  -24.7771    AF    SA
 -13.8106  -24.8874    AF    SA
 -13.6632  -25.6480    AF    SA
 -14.0485  -25.7376    AF    SA
 -13.8156  -26.5856    AF    SA
 -13.6896  -26.5644    AF    SA
 -13.4823  -27.4429    AF    SA
 -13.2716  -28.3210    AF    SA
 -12.7456  -28.2133    AF    SA
 -12.5326  -28.9409    AF    SA
>   AF   SA
 -12.5326  -28.9409    AF    SA
 -13.2624  -29.0980    AF    SA
 -13.9902  -29.2510    AF    SA
 -13.8201  -29.8515    AF    SA
 -13.7159  -29.8280    AF    SA
 -13.5428  -30.4913    AF    SA
 -13.3666  -31.1567    AF    SA
 -13.4988  -31.1791    AF    SA
 -13.3714  -31.6612    AF    SA
 -13.2453  -32.1432    AF    SA
 -13.8830  -32.2745    AF    SA
 -14.5229  -32.4002    AF    SA
 -14.4461  -32.8976    AF    SA
 -14.3668  -33.4989    AF    SA
 -14.7018  -33.5691    AF    SA
 -14.5151  -34.0434    AF    SA
 -15.2741  -34.2376    AF    SA
 -15.0834  -34.6898    AF    SA
 -15.2659  -34.7702    AF    SA
 -15.1000  -35.1824    AF    SA
 -16.0274  -35.3431    AF    SA
 -16.9619  -35.4994    AF    SA
 -17.7032  -35.6633    AF    SA
 -17.4191  -36.0684    AF    SA
 -17.0847  -36.4724    AF    SA
 -17.4404  -36.5623    AF    SA
 -17.3331  -36.9436    AF    SA
 -17.2335  -37.3744    AF    SA
 -17.5331  -37.4724    AF    SA
 -17.3878  -38.0251    AF    SA
 -17.0505  -38.4467    AF    SA
 -16.7985  -38.4012    AF    SA
 -16.3610  -38.5584    AF    SA
 -16.0438  -38.8834    AF    SA
 -15.9651  -39.3516    AF    SA
 -15.9224  -39.6807    AF    SA
 -16.4146  -39.7900    AF    SA
 -16.4698  -40.2729    AF    SA
 -16.8674  -40.3663    AF    SA
 -16.8166  -40.7897    AF    SA
 -16.7436  -41.1763    AF    SA
 -16.6780  -41.5191    AF    SA
 -16.3316  -41.8065    AF    SA
 -16.2146  -42.3377    AF    SA
 -16.4299  -42.8677    AF    SA
>   AF   SA
 -16.4299  -42.8677    AF    SA
 -16.3296  -43.3870    AF    SA
 -16.2445  -43.6835    AF    SA
 -16.0856  -44.1319    AF    SA
 -15.9242  -44.5800    AF    SA
 -15.7603  -45.0279    AF    SA
 -15.5939  -45.4756    AF    SA
 -14.8940  -45.3714    AF    SA
 -14.7155  -45.8985    AF    SA
 -13.8100  -45.7972    AF    SA
 -13.5715  -46.6878    AF    SA
 -13.3251  -47.5778    AF    SA
 -12.6102  -47.4714    AF    SA
 -11.8982  -47.3605    AF    SA
 -11.1892  -47.2452    AF    SA
 -10.4834  -47.1256    AF    SA
 -10.2958  -47.6487    AF    SA
 -10.1045  -48.1715    AF    SA
  -9.9093  -48.6939    AF    SA
  -9.7099  -49.2160    AF    SA
  -8.9225  -49.0912    AF    SA
  -8.1391  -48.9610    AF    SA
  -8.0221  -49.2826    AF    SA
  -7.9609  -49.2702    AF    SA
  -7.6377  -50.0587    AF    SA
  -7.4328  -50.0013    AF    SA
  -7.1585  -50.6096    AF    SA
  -6.1598  -50.4171    AF    SA
  -5.1694  -50.2161    AF    SA
  -4.9433  -50.6749    AF    SA
  -4.7128  -51.1333    AF    SA
  -4.4776  -51.5912    AF    SA
  -4.2377  -52.0486    AF    SA
  -3.9556  -51.9788    AF    SA
  -3.4469  -52.7640    AF    SA
  -2.9195  -53.5469    AF    SA
  -2.3723  -54.3274    AF    SA
  -1.3822  -54.0533    AF    SA
  -0.9147  -54.4535    AF    SA
  -0.4379  -54.8518    AF    SA
>   AU   AN
  69.9595  -25.6512    AU    AN
  70.4086  -26.0604    AU    AN
  70.6654  -25.9124    AU    AN
  70.9943  -26.1873    AU    AN
  71.1354  -26.0831    AU    AN
  71.5800  -26.4544    AU    AN
  71.7166  -26.3857    AU    AN
  72.0656  -26.6560    AU    AN
  72.0084  -26.7182    AU    AN
  72.4626  -27.1462    AU    AN
  72.9202  -27.5728    AU    AN
  73.1227  -27.4458    AU    AN
  73.3995  -27.6550    AU    AN
  73.5342  -27.5698    AU    AN
  73.9685  -27.9442    AU    AN
  74.4058  -28.3173    AU    AN
  74.1922  -28.5413    AU    AN
  74.5917  -28.9035    AU    AN
  74.9940  -29.2645    AU    AN
  74.9376  -29.3284    AU    AN
  75.5539  -29.8394    AU    AN
  75.3641  -30.0058    AU    AN
  75.5149  -30.1176    AU    AN
  75.3926  -30.2401    AU    AN
  75.7972  -30.5735    AU    AN
  76.2045  -30.9057    AU    AN
  76.1481  -30.9704    AU    AN
  76.6894  -31.4649    AU    AN
  76.3948  -31.7191    AU    AN
  76.8124  -32.0900    AU    AN
  77.2334  -32.4595    AU    AN
  77.6578  -32.8276    AU    AN
  78.0858  -33.1942    AU    AN
  77.3518  -33.8383    AU    AN
  77.9166  -34.3238    AU    AN
  78.4879  -34.8067    AU    AN
  78.4423  -34.8423    AU    AN
  78.8035  -35.1612    AU    AN
  78.2011  -35.6831    AU    AN
  78.6899  -36.0980    AU    AN
  79.1839  -36.5109    AU    AN
  78.6063  -36.9983    AU    AN
  78.0213  -37.4829    AU    AN
  78.7061  -38.0006    AU    AN
  78.1815  -38.3932    AU    AN
  78.5293  -38.6592    AU    AN
  78.0731  -39.0049    AU    AN
  78.3839  -39.2620    AU    AN
  78.0024  -39.5385    AU    AN
  78.4254  -39.9049    AU    AN
  77.8245  -40.3260    AU    AN
  78.4837  -40.8664    AU    AN
  78.6586  -40.8722    AU    AN
  79.3191  -41.3840    AU    AN
  79.9900  -41.8919    AU    AN
  80.4635  -41.5119    AU    AN
  80.9315  -41.1299    AU    AN
  81.7520  -41.7225    AU    AN
  82.5877  -42.3091    AU    AN
  83.4390  -42.8896    AU    AN
  83.8533  -42.5506    AU    AN
  84.2631  -42.2101    AU    AN
  84.6686  -41.8682    AU    AN
  85.0697  -41.5249    AU    AN
  85.4665  -41.1802    AU    AN
  85.8592  -40.8341    AU    AN
  86.4020  -41.1288    AU    AN
  86.9497  -41.4210    AU    AN
  87.5023  -41.7105    AU    AN
  88.0599  -41.9974    AU    AN
  88.4884  -41.6859    AU    AN
  89.0106  -41.9442    AU    AN
  89.5370  -42.2002    AU    AN
  90.0677  -42.4538    AU    AN
  90.6027  -42.7049    AU    AN
  91.1420  -42.9534    AU    AN
  91.6857  -43.1994    AU    AN
  92.2337  -43.4428    AU    AN
  92.7862  -43.6836    AU    AN
  93.3431  -43.9217    AU    AN
  93.9044  -44.1571    AU    AN
  94.4702  -44.3897    AU    AN
  95.0405  -44.6195    AU    AN
  94.9257  -44.8053    AU    AN
  95.8064  -45.1414    AU    AN
  96.6975  -45.4707    AU    AN
  96.2738  -45.9963    AU    AN
  95.8420  -46.5203    AU    AN
  96.4580  -46.7718    AU    AN
  97.0797  -47.0200    AU    AN
  97.7072  -47.2648    AU    AN
  98.3404  -47.5061    AU    AN
  98.9794  -47.7439    AU    AN
  99.6243  -47.9781    AU    AN
 100.2020  -47.2665    AU    AN
 100.8170  -47.4654    AU    AN
 101.4360  -47.6610    AU    AN
 102.0600  -47.8533    AU    AN
 102.6880  -48.0421    AU    AN
 103.3210  -48.2275    AU    AN
 103.9590  -48.4093    AU    AN
 104.6010  -48.5877    AU    AN
 105.2470  -48.7624    AU    AN
 105.8980  -48.9335    AU    AN
 106.5540  -49.1009    AU    AN
 106.6920  -48.8414    AU    AN
 107.4860  -49.0146    AU    AN
 108.2850  -49.1823    AU    AN
 108.2400  -49.2587    AU    AN
 109.3510  -49.5235    AU    AN
>   AU   AN
 109.3510  -49.5235    AU    AN
 110.4720  -49.7790    AU    AN
 110.8680  -49.8289    AU    AN
 111.1290  -49.8004    AU    AN
 111.3630  -49.9297    AU    AN
 111.6660  -50.0838    AU    AN
 112.9670  -50.2004    AU    AN
 114.0240  -50.3877    AU    AN
 114.3620  -49.8778    AU    AN
 115.5000  -49.9743    AU    AN
 115.9880  -49.8517    AU    AN
 116.2560  -49.5404    AU    AN
 116.6350  -49.2709    AU    AN
 117.5230  -49.6199    AU    AN
 118.1940  -49.8648    AU    AN
 118.5470  -49.8017    AU    AN
 119.3660  -49.9384    AU    AN
 120.2730  -50.0360    AU    AN
 120.5160  -49.5243    AU    AN
 120.8420  -48.8896    AU    AN
 121.5550  -49.0056    AU    AN
 121.4370  -49.6202    AU    AN
 121.8660  -49.7355    AU    AN
 122.2240  -49.8462    AU    AN
 122.5530  -49.8116    AU    AN
 122.7970  -49.7286    AU    AN
 123.0130  -49.5424    AU    AN
 123.3280  -49.5847    AU    AN
 123.7710  -49.1216    AU    AN
 124.0070  -48.9058    AU    AN
 124.2130  -48.8476    AU    AN
 124.6070  -48.9835    AU    AN
 124.9920  -49.1528    AU    AN
 125.1250  -49.3581    AU    AN
 125.2620  -49.5983    AU    AN
 125.8960  -49.7171    AU    AN
 126.0740  -49.4014    AU    AN
 126.2640  -49.0443    AU    AN
 126.4340  -48.6297    AU    AN
 126.8610  -48.6977    AU    AN
 127.3130  -48.7639    AU    AN
 127.2430  -49.2939    AU    AN
 127.1960  -49.6429    AU    AN
 127.1430  -49.9761    AU    AN
 128.3120  -50.1592    AU    AN
 129.4120  -50.3480    AU    AN
 130.5690  -50.5249    AU    AN
 131.2560  -50.6037    AU    AN
 131.5150  -50.2222    AU    AN
 132.2610  -50.2228    AU    AN
 133.4650  -50.3055    AU    AN
 134.2450  -50.3475    AU    AN
 135.0260  -50.3842    AU    AN
 135.2460  -50.2093    AU    AN
 136.2260  -50.2476    AU    AN
 136.9460  -50.2204    AU    AN
 137.7000  -50.2336    AU    AN
 138.4010  -50.2311    AU    AN
 139.1100  -50.2558    AU    AN
 139.6450  -50.2794    AU    AN
 139.7330  -51.1739    AU    AN
 139.8130  -51.8376    AU    AN
 140.3230  -51.7983    AU    AN
 140.4000  -52.2743    AU    AN
 140.4780  -52.7502    AU    AN
 140.5840  -53.5044    AU    AN
 140.6590  -53.8854    AU    AN
 141.4510  -54.0528    AU    AN
 142.2500  -54.2149    AU    AN
 143.7780  -54.2343    AU    AN
 144.2820  -54.7985    AU    AN
 145.4010  -54.7555    AU    AN
 146.8810  -54.6953    AU    AN
>   AU   AN
 146.8810  -54.6953    AU    AN
 147.0430  -55.1749    AU    AN
 147.2060  -55.6536    AU    AN
 147.3730  -56.1321    AU    AN
 147.5450  -56.6104    AU    AN
 147.7210  -57.0884    AU    AN
 147.9020  -57.5662    AU    AN
 148.0760  -57.5271    AU    AN
 148.8060  -57.4358    AU    AN
 149.1500  -58.1044    AU    AN
 149.3980  -58.5518    AU    AN
 149.6520  -58.9988    AU    AN
 150.0060  -59.5704    AU    AN
 150.7330  -59.4753    AU    AN
 151.0080  -59.9442    AU    AN
 151.2900  -60.4126    AU    AN
 152.4730  -60.1764    AU    AN
 153.6390  -59.9299    AU    AN
 154.2940  -60.6813    AU    AN
 154.9810  -61.4294    AU    AN
 155.7010  -62.1738    AU    AN
 156.4570  -62.9143    AU    AN
 157.9700  -62.4781    AU    AN
 159.4400  -62.0259    AU    AN
 160.8650  -61.5586    AU    AN
 161.2280  -61.4567    AU    AN
>   AN   NZ
 -76.0062  -45.6585    AN    NZ
 -76.6746  -45.6427    AN    NZ
 -77.6607  -45.7605    AN    NZ
 -77.7640  -45.5885    AN    NZ
 -77.9902  -45.0916    AN    NZ
 -78.2065  -44.4111    AN    NZ
 -78.8933  -44.5449    AN    NZ
 -79.5858  -44.6655    AN    NZ
 -80.2811  -44.7819    AN    NZ
 -81.1065  -44.8760    AN    NZ
 -81.9346  -44.9641    AN    NZ
 -82.1377  -44.4040    AN    NZ
 -82.3507  -43.6390    AN    NZ
 -82.5089  -42.8607    AN    NZ
 -83.4475  -42.9815    AN    NZ
 -83.4538  -42.8730    AN    NZ
 -83.6037  -42.2225    AN    NZ
 -83.7162  -41.6737    AN    NZ
 -83.8269  -41.1247    AN    NZ
 -84.4870  -41.1909    AN    NZ
 -85.1484  -41.2533    AN    NZ
 -86.2401  -41.3925    AN    NZ
 -87.3364  -41.5213    AN    NZ
 -87.4171  -41.2729    AN    NZ
 -88.4467  -41.3187    AN    NZ
 -89.2496  -41.3781    AN    NZ
 -90.0540  -41.4319    AN    NZ
 -90.0876  -41.0585    AN    NZ
 -90.7391  -41.0823    AN    NZ
 -91.3910  -41.1025    AN    NZ
 -91.4756  -40.7319    AN    NZ
 -91.5122  -40.2824    AN    NZ
 -91.5483  -39.8329    AN    NZ
 -91.6035  -39.3493    AN    NZ
 -91.6579  -38.8656    AN    NZ
 -92.3397  -38.9184    AN    NZ
 -93.0225  -38.9673    AN    NZ
 -93.0748  -38.4294    AN    NZ
 -93.9963  -38.4823    AN    NZ
 -94.0931  -37.7170    AN    NZ
 -94.1298  -37.0006    AN    NZ
 -94.9095  -36.9851    AN    NZ
 -95.6889  -36.9646    AN    NZ
 -96.5515  -36.9209    AN    NZ
 -97.4131  -36.8710    AN    NZ
 -97.4017  -36.2936    AN    NZ
 -98.4167  -36.1928    AN    NZ
 -99.5318  -36.1332    AN    NZ
-100.6450  -36.0632    AN    NZ
-101.2860  -35.9970    AN    NZ
-101.9260  -35.9274    AN    NZ
-102.5650  -35.8544    AN    NZ
-103.2020  -35.7781    AN    NZ
-103.9980  -35.6944    AN    NZ
-104.7930  -35.6055    AN    NZ
-105.3910  -35.5236    AN    NZ
-105.9880  -35.4388    AN    NZ
-106.6660  -35.3935    AN    NZ
-107.3430  -35.3445    AN    NZ
-108.0710  -35.2404    AN    NZ
-108.7970  -35.1319    AN    NZ
-109.2590  -34.5446    AN    NZ
>   PA   AN
 161.2280  -61.4567    PA    AN
 161.9750  -61.7630    PA    AN
 162.5790  -62.2128    PA    AN
 163.2020  -62.6599    PA    AN
 163.7730  -62.4746    PA    AN
 164.2750  -62.3219    PA    AN
 164.7680  -62.1772    PA    AN
 165.1030  -62.0772    PA    AN
 165.6530  -62.4727    PA    AN
 165.9690  -62.6676    PA    AN
 166.6200  -63.0869    PA    AN
 166.8580  -63.2206    PA    AN
 167.5500  -62.9712    PA    AN
 168.2770  -62.7732    PA    AN
 168.7080  -62.6321    PA    AN
 169.2380  -62.4461    PA    AN
 169.6050  -62.6762    PA    AN
 170.0680  -62.9724    PA    AN
 170.4410  -63.1488    PA    AN
 171.0090  -63.4473    PA    AN
 171.6400  -63.8072    PA    AN
 172.1640  -64.0974    PA    AN
 172.5200  -64.2561    PA    AN
 173.6310  -64.7379    PA    AN
 174.2420  -64.5079    PA    AN
 174.8140  -64.3149    PA    AN
 175.1620  -64.1741    PA    AN
 175.5820  -63.9840    PA    AN
 176.0630  -64.1878    PA    AN
 176.5490  -64.4101    PA    AN
 176.8190  -64.5060    PA    AN
 177.3380  -64.7362    PA    AN
 177.8890  -64.9749    PA    AN
 178.2400  -65.0791    PA    AN
 178.7590  -65.2740    PA    AN
 179.3810  -65.4773    PA    AN
 179.9630  -65.7385    PA    AN
-179.1970  -65.9859    PA    AN
-178.7930  -66.1632    PA    AN
-177.9260  -65.8623    PA    AN
-177.0720  -65.6069    PA    AN
-175.7290  -65.1825    PA    AN
-175.0700  -65.5050    PA    AN
-174.4180  -65.8352    PA    AN
-173.7090  -65.5061    PA    AN
-172.5170  -64.9783    PA    AN
-171.3000  -64.3564    PA    AN
-170.0430  -64.8585    PA    AN
-169.8390  -64.7637    PA    AN
-169.1090  -64.2448    PA    AN
-168.3790  -63.7303    PA    AN
-167.5130  -63.1060    PA    AN
-166.6080  -62.4900    PA    AN
-166.1990  -62.6056    PA    AN
-165.1490  -63.0070    PA    AN
-163.9210  -63.4667    PA    AN
-163.0010  -62.9675    PA    AN
-162.0610  -62.3936    PA    AN
-161.3380  -62.6144    PA    AN
-160.4300  -62.9233    PA    AN
-159.8880  -62.5954    PA    AN
-158.7030  -63.0044    PA    AN
-158.3940  -62.7885    PA    AN
-157.6010  -63.0700    PA    AN
-156.7170  -63.3240    PA    AN
-156.0220  -62.9525    PA    AN
-155.2540  -62.4327    PA    AN
-154.3240  -61.7762    PA    AN
-154.1810  -61.8361    PA    AN
-153.6610  -61.3992    PA    AN
-152.9430  -60.8407    PA    AN
-152.1190  -60.1575    PA    AN
-151.3290  -59.4694    PA    AN
-150.3820  -59.7176    PA    AN
-149.8090  -59.3141    PA    AN
-149.2640  -58.8221    PA    AN
-148.2760  -58.1300    PA    AN
-147.6920  -57.5547    PA    AN
-147.1670  -57.6379    PA    AN
-146.6810  -57.3076    PA    AN
-145.9790  -56.6686    PA    AN
-145.4120  -56.2277    PA    AN
-144.8570  -55.7842    PA    AN
-144.4820  -55.9103    PA    AN
-143.3240  -56.2625    PA    AN
-142.0860  -56.6193    PA    AN
-141.2110  -56.8392    PA    AN
-140.3250  -57.0528    PA    AN
-140.0410  -56.7722    PA    AN
-139.5450  -56.2678    PA    AN
-139.1910  -55.7249    PA    AN
-139.5780  -55.6146    PA    AN
-139.2530  -55.2509    PA    AN
-138.7990  -54.7123    PA    AN
-138.3380  -54.1410    PA    AN
-137.8900  -53.5679    PA    AN
-137.5220  -53.6878    PA    AN
-136.5900  -53.9067    PA    AN
-136.1800  -53.3957    PA    AN
-135.3070  -53.6430    PA    AN
-134.2050  -53.8871    PA    AN
-132.8700  -54.2371    PA    AN
-132.1260  -54.4323    PA    AN
-131.3750  -54.6229    PA    AN
-130.0590  -54.9314    PA    AN
-129.3450  -55.1286    PA    AN
-128.6240  -55.3215    PA    AN
-127.2310  -55.5654    PA    AN
-126.8000  -55.0641    PA    AN
-126.1970  -55.1382    PA    AN
-125.0770  -55.4541    PA    AN
-124.2620  -55.5873    PA    AN
-123.4420  -55.7150    PA    AN
-122.6550  -55.8731    PA    AN
-121.8620  -56.0262    PA    AN
-121.6350  -55.8321    PA    AN
-121.2280  -55.2189    PA    AN
-120.6630  -54.4098    PA    AN
-119.6850  -54.6416    PA    AN
-118.5810  -54.8185    PA    AN
-118.3130  -54.3503    PA    AN
-118.0370  -53.6908    PA    AN
-117.6610  -53.1241    PA    AN
-118.9770  -52.8974    PA    AN
-118.8750  -52.7524    PA    AN
-118.4220  -52.2120    PA    AN
-118.1200  -51.7718    PA    AN
-117.8240  -51.3309    PA    AN
-117.5220  -50.8747    PA    AN
-117.2250  -50.4178    PA    AN
-116.8020  -49.8934    PA    AN
-116.3880  -49.3675    PA    AN
-115.2330  -49.5892    PA    AN
-114.5560  -49.7210    PA    AN
-113.8750  -49.8489    PA    AN
-113.7450  -49.3574    PA    AN
-113.5280  -48.8410    PA    AN
-113.3150  -48.3242    PA    AN
-113.1310  -47.7733    PA    AN
-112.9500  -47.2221    PA    AN
-112.6850  -46.5385    PA    AN
-112.4260  -45.8544    PA    AN
-112.6750  -45.8327    PA    AN
-112.5500  -45.4942    PA    AN
-112.3810  -44.9378    PA    AN
-112.2160  -44.3811    PA    AN
-111.9710  -43.7738    PA    AN
-111.7300  -43.1659    PA    AN
-111.5380  -42.6833    PA    AN
-111.3490  -42.2004    PA    AN
-110.9540  -42.2487    PA    AN
-110.8320  -41.3555    PA    AN
-110.7540  -40.7597    PA    AN
-110.6770  -40.1638    PA    AN
-110.5330  -39.5749    PA    AN
-110.3910  -38.9858    PA    AN
-111.2700  -38.9785    PA    AN
-111.2680  -38.8776    PA    AN
-111.0670  -38.2760    PA    AN
-110.8690  -37.6741    PA    AN
-110.6680  -37.0423    PA    AN
-110.4710  -36.4102    PA    AN
-110.7390  -36.3578    PA    AN
-110.7150  -36.2186    PA    AN
-110.5790  -35.8301    PA    AN
-110.8950  -35.7967    PA    AN
-110.8770  -35.3191    PA    AN
-110.8270  -35.0908    PA    AN
>   AN   SA
  -0.4379  -54.8518    AN    SA
  -1.0390  -55.0190    AN    SA
  -1.6059  -55.1293    AN    SA
  -1.6137  -55.6529    AN    SA
  -2.0800  -55.6568    AN    SA
  -2.8963  -55.7072    AN    SA
  -3.7202  -55.7399    AN    SA
  -4.0560  -55.7694    AN    SA
  -4.6906  -55.8072    AN    SA
  -4.6755  -56.2102    AN    SA
  -4.6934  -56.5916    AN    SA
  -5.4483  -56.6270    AN    SA
  -6.0568  -56.6721    AN    SA
  -6.0943  -56.9823    AN    SA
  -6.1303  -57.2402    AN    SA
  -6.5381  -57.2700    AN    SA
  -6.9992  -57.3176    AN    SA
  -7.0128  -57.6172    AN    SA
  -7.0090  -57.8694    AN    SA
  -7.5248  -57.9204    AN    SA
  -8.6068  -57.9888    AN    SA
  -9.8853  -58.0915    AN    SA
 -11.1897  -58.1577    AN    SA
 -12.6489  -58.2406    AN    SA
 -13.9543  -58.3173    AN    SA
 -15.0689  -58.3904    AN    SA
 -15.9715  -58.4388    AN    SA
 -16.0047  -58.4593    AN    SA
 -16.2258  -58.7672    AN    SA
 -16.4100  -59.0984    AN    SA
 -16.9169  -59.0982    AN    SA
 -17.6670  -59.1289    AN    SA
 -18.0600  -59.1526    AN    SA
 -18.1233  -59.5093    AN    SA
 -18.4325  -59.5423    AN    SA
 -18.5472  -59.9376    AN    SA
 -18.6464  -60.2500    AN    SA
 -19.3705  -60.2891    AN    SA
 -19.5812  -60.8108    AN    SA
 -20.6510  -60.7817    AN    SA
 -21.7186  -60.7441    AN    SA
 -22.9137  -60.7232    AN    SA
 -24.1069  -60.6917    AN    SA
 -25.0935  -60.5450    AN    SA
 -26.0709  -60.3910    AN    SA
>   AN   SA
 -76.4833  -52.0684    AN    SA
 -76.6257  -51.3775    AN    SA
 -76.7565  -50.7289    AN    SA
 -76.9898  -49.8446    AN    SA
 -77.0240  -49.1923    AN    SA
 -76.9255  -48.5065    AN    SA
 -76.6497  -47.8746    AN    SA
 -76.3210  -47.4777    AN    SA
 -75.9972  -47.0799    AN    SA
 -75.9581  -46.4220    AN    SA
 -76.0062  -45.6585    AN    SA
>   AR   EU
  65.0282   24.3824    AR    EU
  64.1615   24.3498    AR    EU
  63.3656   24.2854    AR    EU
  62.5806   24.2830    AR    EU
  61.9554   24.0869    AR    EU
  61.3646   24.1220    AR    EU
  60.8696   24.1775    AR    EU
  60.3741   24.2315    AR    EU
  59.6026   24.3113    AR    EU
  58.7157   24.3633    AR    EU
  57.8316   24.4427    AR    EU
  57.3454   24.7884    AR    EU
  57.1214   25.5518    AR    EU
  57.0570   26.0485    AR    EU
  56.9921   26.5452    AR    EU
  56.8753   27.3007    AR    EU
  56.4233   27.3685    AR    EU
  55.6618   26.9471    AR    EU
  54.7283   26.6679    AR    EU
  53.8601   26.7173    AR    EU
  53.2406   27.1213    AR    EU
  52.5038   27.5611    AR    EU
  51.9120   27.9573    AR    EU
  51.2830   28.4873    AR    EU
  50.9981   29.0719    AR    EU
  51.0573   29.5780    AR    EU
  50.4526   30.1031    AR    EU
  49.9740   30.4532    AR    EU
  49.4919   30.8016    AR    EU
  49.2649   31.2117    AR    EU
  49.0360   31.6214    AR    EU
  48.4892   32.2374    AR    EU
  48.1702   32.3082    AR    EU
  47.7702   32.3111    AR    EU
  47.4107   32.4479    AR    EU
  46.6076   32.8874    AR    EU
